,Rada,Deputy URL,Name,Party,Cirty or Region,Сonstituency,Сonstituency Number,List Number,Start Work,End Work,Rada Group,Bio Short,Born,Citizenship,Nationality,Activity,Alma mater,Освіта,Bio Party,Person Married,Child,Awards,Place living,Web Page,Religions,Died
26,1,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D1%96%D0%B9%D0%BD%D0%B8%D0%BA_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Олійник Борис Степанович,,Вінницька область,Жмеринський,26.0,,1990-05-15,1994-05-10,,"Ю́рій Іва́нович Косте́нко (нар.12 червня 1951, Нова Ободівка, Вінницька область) — український політик. Голова Української Народної Партії з грудня 1999 року. Кандидат технічних наук (1986)
","23 червня 1934(1934-06-23)Божиківці, Деражнянський район, Хмельницька область, Українська РСР, СРСР",СРСР→ Україна,українець,громадський та політичний діяч,Дніпропетровський національний університет залізничного транспорту,,КПРС,,,,Київ,,,"1 жовтня 1999(1999-10-01) (65 років)Київ, Україна·вбивство"
27,1,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D1%80%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%86%D0%B3%D0%BE%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Борщенко Ігор Олександрович,,Вінницька область,Могилів-Подільський,27.0,,1990-05-15,1994-05-10,,"Ю́рій Іва́нович Косте́нко (нар.12 червня 1951, Нова Ободівка, Вінницька область) — український політик. Голова Української Народної Партії з грудня 1999 року. Кандидат технічних наук (1986)
","12 серпня 1966(1966-08-12) (52 роки)село Бронниця, Могилів-Подільський район, Вінницька область, УРСР",Україна,українець,політик,Кам'янець-Подільський національний університет імені Івана Огієнка,,,,,"медаль «За відвагу», медаль «Від вдячного Афганського Народу», грамота Президії ВР СРСР «Воїну-інтернаціоналісту»",,,,
28,1,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%81%D0%BB%D0%BE%D0%B2_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Маслов Михайло Іванович,,Вінницька область,Хмільницький,28.0,,1990-05-15,1994-05-10,,"Миха́йло Іва́нович Ма́слов (нар. 29 грудня 1948(19481229), село Двулучне Уразівського району, тепер Курської області, Російська Федерація) — український діяч, радянський військовик. Народний депутат України 1-го скликання.
","29 грудня 1948(1948-12-29) (69 років)село Двулучне Уразівського району, тепер Курської області, Російська Федерація",Україна,росіянин,політик,,,КПРС,,,,,,,
29,1,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D0%BE%D0%BA%D0%BE%D0%BD%D1%8C_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Рябоконь Василь Петрович,,Вінницька область,Барський,29.0,,1990-05-15,1994-05-10,,"Миха́йло Іва́нович Ма́слов (нар. 29 грудня 1948(19481229), село Двулучне Уразівського району, тепер Курської області, Російська Федерація) — український діяч, радянський військовик. Народний депутат України 1-го скликання.
",,,,,,,,,,,,,,
30,1,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D0%B2%D1%96%D1%94%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Матвієнко Анатолій Сергійович,,Вінницька область,Бершадський,30.0,,1990-05-15,1994-05-10,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
","22 березня 1953(1953-03-22) (65 років)Бершадь, Вінницька область, УРСР",Україна,українець,,,,,,,,,,Українська Православна Церква (Московський Патріархат),
31,1,https://uk.wikipedia.org/wiki/%D0%94%D1%96%D0%B4%D0%B8%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Дідик Микола Анатолійович,,Вінницька область,Вінницький,31.0,,1990-05-15,1992-06-18,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
",,,,,,,,,,,,,,
32,1,https://uk.wikipedia.org/wiki/%D0%A2%D0%BA%D0%B0%D1%87_%D0%9F%D0%BE%D0%BB%D1%96%D0%BA%D0%B0%D1%80%D0%BF_%D0%86%D0%BB%D0%BB%D1%96%D1%87,Ткач Полікарп Ілліч,,Вінницька область,Вінницький,31.0,,1992-12-14,1994-05-10,,"Анато́лій Сергі́йович Матвіє́нко (нар. 22 березня 1953, Бершадь, Вінницька область, Українська РСР) — український політик. Кандидат політичних наук (2010). Екс-голова та екс-заступник голови партії Українська платформа «Собор».
",,,,,,,,,,,,,,
33,1,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D1%87%D0%BE%D1%81_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Подчос Григорій Степанович,,Вінницька область,Гайсинський,32.0,,1990-05-15,1994-05-10,,"Григорій Степанович Подчос (нар. 17 серпня 1943(19430817), місто Гайсин, тепер Вінницької області) — український діяч, голова Гайсинського районного виробничого об'єднання по агрохімічному обслуговуванню сільського господарства «Сільгоспхімія» Вінницької області. Народний депутат України 1-го скликання. 
","17 серпня 1943(1943-08-17) (75 років)місто Гайсин, тепер Вінницької області",Україна,українець,політик,,,КПРС,,,,,,,
34,1,https://uk.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D0%B5%D0%BD%D0%BA%D0%BE%D0%B2_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Дубенков Геннадій Олексійович,,Вінницька область,Козятинський,33.0,,1990-05-15,1994-05-10,,"Геннадій Олексійович Дубенков (нар. 2 квітня 1950(19500402), село Степанівка, тепер Теплицького району Вінницької області) — український радянський діяч, 1-й секретар Козятинського райкому КПУ Вінницької області. Член Ревізійної Комісії КПУ в 1986—1990 р. Народний депутат України 1-го скликання.
","2 квітня 1950(1950-04-02) (68 років)Теплицький район, Вінницька область, Українська РСР, СРСР",Україна,,"державний діяч, політик",,,КПРС,,,,,,,
35,1,https://uk.wikipedia.org/wiki/%D0%A5%D0%B8%D0%B6%D0%BD%D1%8F%D0%BA_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Хижняк Віталій Михайлович,,Вінницька область,Немирівський,34.0,,1990-05-15,1994-05-10,,"Віталій Михайлович Хижняк (нар. 25 жовтня 1934(19341025), село Чуків, тепер Немирівського району Вінницької області) — український діяч, 1-й секретар Немирівського райкому КПУ, голова Немирівського райвиконкому Вінницької області. Народний депутат України 1-го скликання. 
","25 жовтня 1934(1934-10-25) (83 роки)село Чуків, тепер Немирівського району Вінницької області",Україна,українець,політик,,,КПРС,,,,,,,
36,1,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BD%D1%87%D1%83%D0%BA_%D0%86%D0%B2%D0%B0%D0%BD_%D0%90%D0%B4%D0%B0%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,Гринчук Іван Адамович,,Вінницька область,Погребищенський,35.0,,1990-05-15,1994-05-10,,"Іва́н Ада́мович Гринчу́к (нар. 8 серпня 1944(19440808), село Бурківці, тепер Погребищенського району Вінницької області) — український діяч, завідувач автогаражу колгоспу імені Першого Травня Погребищенського району Вінницької області. Народний депутат України 1-го скликання. 
","8 серпня 1944(1944-08-08) (74 роки)село Бурківці, тепер Погребищенського району Вінницької області",Україна,українець,політик,,,КПРС,,,,,,,
